Rank,CCA3,Country,Capital,Continent,2022 Population,2020 Population,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage
109,PRY,Paraguay,Asunción,South America,6780744.0,6618695.0,6177950.0,5768613.0,5123819.0,4059195.0,3078912.0,2408787.0,406752.0,16.6705,1.0115,0.09
44,PER,Peru,Lima,South America,34049588.0,33304756.0,30711863.0,29229572.0,26654439.0,22109099.0,17492406.0,13562371.0,1285216.0,26.4933,1.0099,0.43
13,PHL,Philippines,Manila,Asia,115559009.0,112190977.0,103031365.0,94636700.0,77958223.0,61558898.0,48419546.0,37435586.0,342353.0,337.5434,1.0147,1.45
37,POL,Poland,Warsaw,Europe,39857145.0,38428366.0,38553146.0,38597353.0,38504431.0,38064255.0,35521429.0,32482943.0,312679.0,127.4698,1.0404,0.5
92,PRT,Portugal,Lisbon,Europe,10270865.0,10298192.0,10365435.0,10588401.0,10300626.0,10007346.0,9785252.0,8683631.0,92090.0,111.5307,0.9981,0.13
136,PRI,Puerto Rico,San Juan,North America,3252407.0,3271564.0,3497335.0,3717922.0,3827108.0,3543776.0,3214568.0,2737619.0,8870.0,366.675,0.9989,0.04
143,QAT,Qatar,Doha,Asia,2695122.0,2760385.0,2414573.0,1713504.0,645937.0,441675.0,277450.0,118007.0,11586.0,232.6189,1.0026,0.03
114,COG,Republic of the Congo,Brazzaville,Africa,5970424.0,5702174.0,5064386.0,4437884.0,3134030.0,2385435.0,1829256.0,1396989.0,342000.0,17.4574,1.0231,0.07
161,REU,Reunion,Saint-Denis,Africa,974052.0,957822.0,922495.0,890130.0,785424.0,658992.0,551674.0,473925.0,2511.0,387.914,1.0082,0.01
64,ROU,Romania,Bucharest,Europe,19659267.0,19442038.0,19906079.0,20335211.0,21919876.0,22836234.0,22125224.0,19922618.0,238391.0,82.4665,1.0171,0.25
9,RUS,Russia,Moscow,Europe,144713314.0,145617329.0,144668389.0,143242599.0,146844839.0,148005704.0,138257420.0,130093010.0,17098242.0,8.4636,0.9973,1.81
76,RWA,Rwanda,Kigali,Africa,13776698.0,13146362.0,11642959.0,10309031.0,8109989.0,7319962.0,5247532.0,3896367.0,26338.0,523.0731,1.0234,0.17
228,BLM,Saint Barthelemy,Gustavia,North America,10967.0,10681.0,9643.0,8988.0,7082.0,5168.0,2983.0,2417.0,21.0,522.2381,1.0098,0.0
211,KNA,Saint Kitts and Nevis,Basseterre,North America,47657.0,47642.0,47790.0,47403.0,45461.0,40636.0,43097.0,44968.0,261.0,182.5939,1.0011,0.0
190,LCA,Saint Lucia,Castries,North America,179857.0,179237.0,175623.0,170935.0,159500.0,142301.0,121633.0,103090.0,616.0,291.9756,1.0011,0.0
220,MAF,Saint Martin,Marigot,North America,31791.0,32552.0,35020.0,36458.0,29610.0,28127.0,7776.0,5802.0,53.0,599.8302,0.9951,0.0
229,SPM,Saint Pierre and Miquelon,Saint-Pierre,North America,5862.0,5906.0,5978.0,6052.0,6274.0,6324.0,6106.0,5537.0,242.0,24.2231,0.9964,0.0
199,VCT,Saint Vincent and the Grenadines,Kingstown,North America,103948.0,104632.0,106482.0,109308.0,113813.0,112487.0,107480.0,98459.0,389.0,267.2185,0.9963,0.0
188,WSM,Samoa,Apia,Oceania,222382.0,214929.0,203571.0,194672.0,184008.0,168186.0,164905.0,142771.0,2842.0,78.2484,1.0165,0.0
218,SMR,San Marino,San Marino,Europe,33660.0,34007.0,33570.0,31608.0,184008.0,23132.0,21346.0,18169.0,61.0,551.8033,0.9975,0.0
187,STP,Sao Tome and Principe,São Tomé,Africa,227380.0,218641.0,201124.0,182138.0,143714.0,120343.0,97210.0,77583.0,964.0,235.8714,1.0192,0.0
41,SAU,Saudi Arabia,Riyadh,Asia,36408820.0,35997107.0,32749848.0,29411929.0,21547390.0,16004763.0,10171710.0,6106191.0,2149690.0,16.9368,1.0128,0.46
72,SEN,Senegal,Dakar,Africa,17316449.0,16436119.0,14356181.0,12530121.0,9704287.0,7536001.0,5703869.0,4367744.0,77141.0,95.34675,1.0261,0.22
105,SRB,Serbia,Belgrade,Europe,7221365.0,7358005.0,7519496.0,7653748.0,7935022.0,7987529.0,7777010.0,7193533.0,88361.0,81.7257,0.9897,0.09
196,SYC,Seychelles,Victoria,Africa,107118.0,105530.0,99240.0,92409.0,80060.0,71057.0,65290.0,54379.0,452.0,236.9867,1.0061,0.0
102,SLE,Sierra Leone,Freetown,Africa,8605718.0,8233969.0,7314773.0,6436698.0,4584067.0,4325388.0,3367477.0,2778557.0,71740.0,119.957,1.022,0.11
113,SGP,Singapore,Singapore,Asia,5975689.0,5909869.0,5650018.0,5163590.0,4053602.0,3022209.0,2400729.0,2061831.0,710.0,8416.4634,1.0058,0.07
214,SXM,Sint Maarten,Philipsburg,North America,44175.0,43621.0,40205.0,33034.0,30489.0,27845.0,12243.0,6260.0,34.0,1299.2647,1.003,0.0
116,SVK,Slovakia,Bratislava,Europe,5643453.0,5456681.0,5424444.0,5396424.0,5376690.0,5261305.0,4973883.0,4522867.0,49037.0,115.0856,1.0359,0.07
148,SVN,Slovenia,Ljubljana,Europe,2119844.0,2117641.0,2080862.0,2057286.0,1984339.0,1986024.0,1901570.0,1741286.0,20273.0,104.5649,1.0002,0.03
166,SLB,Solomon Islands,Honiara,Oceania,724273.0,691191.0,612660.0,540394.0,429978.0,324171.0,233668.0,172833.0,28896.0,25.0648,1.0232,0.01
70,SOM,Somalia,Mogadishu,Africa,17597511.0,16537016.0,13763906.0,12026649.0,8721465.0,6999096.0,5892224.0,172833.0,637657.0,27.5971,1.0312,0.22
24,ZAF,South Africa,Pretoria,Africa,59893885.0,58801927.0,55876504.0,51784921.0,46813266.0,39877570.0,29463549.0,22368306.0,1221037.0,49.0517,1.0084,0.75
29,KOR,South Korea,Seoul,Asia,51815810.0,51844690.0,50994401.0,48813042.0,46788591.0,44120039.0,38170501.0,32601143.0,100210.0,517.0722,0.9997,0.65
86,SSD,South Sudan,Juba,Africa,10913164.0,10606227.0,11194299.0,48813042.0,6114440.0,4750817.0,4192011.0,3342410.0,619745.0,17.6091,1.0153,0.14
30,ESP,Spain,Madrid,Europe,47558630.0,47363807.0,46431342.0,46572772.0,40741651.0,38889889.0,37491666.0,33792617.0,505992.0,93.9909,1.0015,0.6
61,LKA,Sri Lanka,Colombo,Asia,21832143.0,21715079.0,21336697.0,20668557.0,18776371.0,17204094.0,14943645.0,12388769.0,65610.0,332.7563,1.0027,0.27
32,SDN,Sudan,Khartoum,Africa,46874204.0,44440486.0,38171178.0,33739933.0,26298773.0,21090886.0,16673586.0,11305206.0,1886068.0,24.8529,1.0267,0.59
170,SUR,Suriname,Paramaribo,South America,618040.0,607065.0,575475.0,546080.0,478998.0,412756.0,375112.0,379918.0,163820.0,3.7727,1.0082,0.01
87,SWE,Sweden,Stockholm,Europe,10549347.0,10368969.0,9849349.0,9381729.0,8871043.0,8548406.0,8311763.0,8027702.0,450295.0,23.4276,1.0079,0.13
101,CHE,Switzerland,Bern,Europe,8740472.0,8638613.0,8281732.0,7822435.0,7182059.0,6711693.0,6319113.0,6181227.0,41284.0,211.7157,1.0056,0.11
60,SYR,Syria,Damascus,Asia,22125249.0,20772595.0,19205178.0,22337563.0,16307654.0,12408996.0,8898954.0,6319199.0,185180.0,119.4797,1.0376,0.28
57,TWN,Taiwan,Taipei,Asia,23893394.0,23821464.0,23512136.0,23083083.0,22194731.0,20586174.0,18100281.0,14957870.0,36193.0,660.1662,1.0014,0.3
95,TJK,Tajikistan,Dushanbe,Asia,9952787.0,9543207.0,8524063.0,7621779.0,6272998.0,5417860.0,4045965.0,2993019.0,143100.0,69.5513,1.0208,0.12
22,TZA,Tanzania,Dodoma,Africa,65497748.0,61704518.0,52542823.0,45110527.0,34463704.0,26206012.0,19297659.0,13618192.0,945087.0,69.3034,1.03,0.82
20,THA,Thailand,Bangkok,Asia,71697030.0,71475664.0,70294397.0,68270489.0,63066603.0,55228410.0,45737753.0,13618192.0,513120.0,139.7276,1.0013,0.9
155,TLS,Timor-Leste,Dili,Asia,71697030.0,1299995.0,1205813.0,1088486.0,63066603.0,758106.0,642224.0,554021.0,14874.0,90.1772,1.0154,0.02
100,TGO,Togo,Lomé,Africa,8848699.0,8442580.0,7473229.0,6571855.0,5008035.0,3875947.0,2838110.0,2197383.0,56785.0,155.8281,1.0236,0.11
233,TKL,Tokelau,Nukunonu,Oceania,1871.0,1827.0,1454.0,1367.0,1666.0,1669.0,1647.0,1714.0,12.0,155.9167,1.0119,0.0
197,TON,Tonga,Nuku‘alofa,Oceania,106858.0,105254.0,106122.0,107383.0,102603.0,98727.0,96708.0,86484.0,747.0,143.0495,1.0079,0.0
153,TTO,Trinidad and Tobago,Port-of-Spain,North America,1531044.0,1518147.0,1460177.0,1410296.0,1332203.0,1266518.0,1127852.0,988890.0,5130.0,95.34675,1.0035,0.02
79,TUN,Tunisia,Tunis,Africa,12356117.0,12161723.0,11557779.0,10895063.0,9893316.0,8440023.0,6578156.0,5047404.0,163610.0,75.5218,1.0076,0.15
18,TUR,Turkey,Ankara,Asia,85341241.0,84135428.0,79646178.0,73195345.0,64113547.0,54324142.0,44089069.0,35540990.0,783562.0,108.9145,1.0067,1.07
111,TKM,Turkmenistan,Ashgabat,Asia,6430770.0,6250438.0,5766431.0,5267970.0,4569132.0,3720278.0,2862903.0,2201432.0,488100.0,13.1751,1.014,0.08
212,TCA,Turks and Caicos Islands,Cockburn Town,North America,45703.0,44276.0,36538.0,29726.0,18744.0,11709.0,7598.0,5665.0,948.0,48.2099,1.0131,0.0
227,TUV,Tuvalu,Funafuti,Oceania,11312.0,11069.0,10877.0,10550.0,9638.0,9182.0,7731.0,5814.0,26.0,435.0769,1.0096,0.0
31,UGA,Uganda,Kampala,Africa,47249585.0,44404611.0,37477356.0,32341728.0,24020697.0,17586630.0,13284026.0,10317212.0,241550.0,195.61,1.0304,0.59
38,UKR,Ukraine,Kiev,Europe,39701739.0,43909666.0,44982564.0,45683020.0,48879755.0,51589817.0,49973920.0,47279086.0,603500.0,65.7858,0.912,0.5
97,ARE,United Arab Emirates,Abu Dhabi,Asia,9441129.0,9287289.0,8916899.0,8481771.0,3275333.0,1900151.0,1014048.0,298084.0,83600.0,112.9322,1.0081,0.12
21,GBR,United Kingdom,London,Europe,67508936.0,67059474.0,65224364.0,62760039.0,58850043.0,57210442.0,56326328.0,55650166.0,242900.0,277.9289,1.0034,0.85
3,USA,United States,"Washington, D.C.",North America,338289857.0,335942003.0,324607776.0,311182845.0,282398554.0,248083732.0,223140018.0,200328340.0,9372610.0,36.0935,1.0038,4.24
200,VIR,United States Virgin Islands,Charlotte Amalie,North America,99465.0,100442.0,102803.0,106142.0,108185.0,100685.0,96640.0,63446.0,347.0,286.6427,0.9937,0.0
133,URY,Uruguay,Montevideo,South America,3422794.0,3429086.0,3402818.0,3352651.0,3292224.0,3117012.0,2953750.0,2790265.0,181034.0,18.9069,0.999,0.04
43,UZB,Uzbekistan,Tashkent,Asia,34627652.0,33526656.0,30949417.0,28614227.0,24925554.0,20579100.0,15947129.0,12011361.0,447400.0,77.3975,1.016,0.43
181,VUT,Vanuatu,Port-Vila,Oceania,326740.0,311685.0,276438.0,245453.0,192074.0,150882.0,118156.0,87019.0,12189.0,26.8061,1.0238,0.0
234,VAT,Vatican City,Vatican City,Europe,510.0,520.0,564.0,596.0,651.0,700.0,733.0,752.0,1.0,510.0,0.998,0.0
51,VEN,Venezuela,Caracas,South America,28301696.0,28490453.0,30529716.0,28715022.0,651.0,19750579.0,15210443.0,11355475.0,77141.0,30.882,1.0036,0.35
16,VNM,Vietnam,Hanoi,Asia,98186856.0,96648685.0,92191398.0,87411012.0,79001142.0,66912613.0,52968270.0,41928849.0,331212.0,296.4472,1.0074,1.23
226,WLF,Wallis and Futuna,Mata-Utu,Oceania,11572.0,11655.0,12182.0,13142.0,14723.0,13454.0,11315.0,9377.0,142.0,81.493,0.9953,0.0
172,ESH,Western Sahara,El Aaiún,Africa,575986.0,556048.0,491824.0,413296.0,270375.0,178529.0,116775.0,76371.0,266000.0,2.1654,1.0184,0.01
46,YEM,Yemen,Sanaa,Asia,33696614.0,32284046.0,28516545.0,24743946.0,18628700.0,13375121.0,9204938.0,6843607.0,527968.0,63.8232,1.0217,0.42
63,ZMB,Zambia,Lusaka,Africa,20017675.0,18927715.0,28516545.0,13792086.0,9891136.0,7686401.0,5720438.0,4281671.0,752612.0,26.5976,1.028,0.25
74,ZWE,Zimbabwe,Harare,Africa,16320537.0,15669666.0,14154937.0,12839771.0,11834676.0,10113893.0,7049926.0,5202918.0,390757.0,41.7665,1.0204,0.2
